Name_1,RAobs,Decobs,delta,z,S(6)_t,pmt,S(6)_p,pmp,f_c,logL,i_1,I_1a,R,LD_cm,Lobs,L_1.4GHz,SFR (Msun/yr),NAME_2,RA2000,DEC2000,SDSS_NAME,RA_1,DEC_1,REDSHIFT,PLATE,FIBER,MJD,MI_Z2,FINT_REST6CM_MJY_OBS,Separation_1,RA_2,DEC_2,Peak_flux,E_Peak_flux,Total_flux,E_Total_flux,Maj,E_Maj,Min,E_Min,Separation
121045.63+272536.4,121045.64,272536.48,0.16,0.23,141.0,10.9,141,10.9,1.000,22.31,16.979,-22.83,0.24,3.53839982249408E27,22.3460427858273,22.8513926141287,41.9029526110566,121045.63+272536.4,182.69016666666664,27.426800000000004,b'121045.63+272536.4',182.69015502929688,27.42679786682129,0.23010000586509705,2229,233,53823,-23.56331820588091,0.0,0.0379702747897458,,,,,,,,,,,
132257.89+362300.0,132257.95,362300.47,0.87,0.295,153.0,14.7,153,14.7,1.000,22.59,17.65,-22.7,0.48,4.69974292190665E27,22.6280494997959,23.1490545879818,83.158490929561,132257.89+362300.0,200.74145833333333,36.38346388888889,b'132257.89+362300.0',200.74124145507812,36.38334655761719,0.29499998688697815,2023,612,53851,-23.75081230659945,0.0,0.757303594231234,200.74120023393402,36.383391833720935,3.2421489899188902,0.07136005142255199,4.070757236496419,0.1443915418925142,7.004324993459016,0.15988698349702934,6.4541908451571475,0.13697438285713534,0.7917327512352073
095048.38+392650.4,95048.392,392650.24,0.21,0.206,155.0,11.0,155,11.0,1.000,22.25,15.952,-23.62,0.1,3.12611443822801E27,22.2795513067316,22.7789106724883,35.4619557974391,095048.38+392650.4,147.70163333333338,39.44728888888889,b'095048.38+392650.4',147.7016143798828,39.447357177734375,0.20569999516010284,1277,332,52765,-24.290310015667146,0.0,0.25142281651319315,,,,,,,,,,,
094254.05+345133.1,94254.026,345133.13,0.3,0.278,155.0,11.9,155,11.9,1.000,22.54,17.594,-22.63,0.47,4.38988033100131E27,22.5744469250939,23.0914347730633,72.8260549867903,094254.05+345133.1,145.72510833333334,34.859202777777774,b'094254.05+345133.1',145.7252197265625,34.859214782714844,0.2775000035762787,1594,157,52992,-23.614586383639665,0.0,0.3318829202138475,145.7252440325969,34.859238012275334,0.35726959529239477,0.06098221962812616,0.35508733784056556,0.10598611218879814,6.650177083641509,1.2621430579582111,5.380855176393241,0.8260194431519524,0.42044736297590657
145608.65+275008.7,145608.642,275008.62,0.13,0.248,159.0,12.9,159,12.9,1.000,22.44,17.044,-22.93,0.29,3.85357204505762E27,22.4723339539789,22.9821004140152,56.617726433459,145608.65+275008.7,224.0360083333333,27.83572777777778,b'145608.65+275008.7',224.0360565185547,27.835765838623047,0.24819999933242798,2146,204,54230,-23.77759311404532,0.0,0.20567989856482183,,,,,,,,,,,
144202.82+433708.7,144202.837,433708.81,0.22,0.231,167.0,18.7,167,18.7,1.000,22.39,16.849,-22.97,0.25,3.55577676781326E27,22.4237953113352,22.9293921986809,50.1469138003416,144202.82+433708.7,220.51182083333336,43.61911388888889,b'144202.82+433708.7',220.5117950439453,43.619102478027344,0.2313999980688095,1289,184,52734,-23.693755150632768,0.0,0.07877152836083526,220.51174928712817,43.61907067969458,0.42927781419715977,0.060740742019258595,0.4590624113160853,0.11176342140303805,7.282316670751981,1.2029810758326747,5.287816276424451,0.6408707114904915,0.24282762019551793
145824.46+363119.5,145824.457,363119.49,0.04,0.246,167.0,9.4,167,9.4,1.000,22.45,16.887,-23.07,0.26,3.81830478628886E27,22.4856675189164,22.9949463988364,58.317434530473,145824.46+363119.5,224.60190416666669,36.522080555555554,b'145824.46+363119.5',224.60194396972656,36.522098541259766,0.24650000035762787,1351,88,52790,-23.898128951067566,0.0,0.13210788557346032,224.60178909732636,36.522087165043075,1.5397216252590822,0.0701479160216732,1.8616200785261459,0.13821586919774456,6.759212468870453,0.31483820580176913,6.441704353003322,0.28704803485275293,0.33375166378219495
104528.30+293344.7,104528.305,293344.5,0.21,0.293,179.0,11.4,179,11.4,1.000,22.65,17.581,-22.75,0.53,4.6630690362574E27,22.6894065853764,23.2099418030865,95.6739742525094,104528.30+293344.7,161.3679375,29.562361111111116,b'104528.30+293344.7',161.36793518066406,29.562423706054688,0.29339998960494995,1969,22,53383,-23.807994660077107,0.0,0.22545880216137626,161.36791990434168,29.56251872518724,2.225381367865778,0.1406735090205398,2.812804752676077,0.28573252063874693,6.785221121307409,0.43110339171916773,6.707268978988175,0.4218363787878207,0.5700795334758563
104541.76+520235.5,104541.77,520235.5,0.09,0.284,195.0,11.6,195,11.6,1.000,22.66,16.76,-23.51,0.27,4.49875898645956E27,22.6954299297511,23.2138416966579,96.5369799534419,104541.76+520235.5,161.42404166666668,52.043194444444445,b'104541.76+520235.5',161.4240264892578,52.04320526123047,0.28380000591278076,1010,220,52649,-24.472749743100284,0.0,0.051436861487987456,161.4240700315439,52.04327650459669,1.5880006247671425,0.06010843882863915,1.7417351418354121,0.11085877170566198,6.508042460296646,0.2546666523509418,6.067965209943116,0.22217282681723696,0.30201922390682867
085828.69+342343.8,85828.74,342343.62,0.65,0.257,210.0,12.7,210,12.7,1.000,22.59,16.156,-23.89,0.17,4.01303392845289E27,22.6283748217959,23.1403257664699,81.503785086072,085828.69+342343.8,134.61975000000004,34.39545,b'085828.69+342343.8',134.61956787109375,34.395511627197266,0.2567000091075897,1211,96,52964,-24.821803163999853,0.0,0.5847483124865953,134.61986964294593,34.39560165086469,0.9431931941671604,0.06909512661674411,1.480091572352781,0.16412701235866772,8.341948543268817,0.662734680616547,6.7725532749744835,0.4574817317037743,0.6514355899786389
082205.24+455349.1,82205.23,455349.18,0.13,0.3,222.0,11.2,222,11.2,1.000,22.77,17.695,-22.69,0.73,4.79168136192356E27,22.8065386995728,23.3287152964814,125.767175660583,082205.24+455349.1,125.52179166666666,45.896994444444445,b'082205.24+455349.1',125.52184295654297,45.89698028564453,0.29980000853538513,441,21,51868,-23.688601320759012,0.0,0.13824282159806625,,,,,,,,,,,
081652.24+425829.4,81652.252,425829.21,0.23,0.234,232.0,13.9,232,13.9,1.000,22.54,16.636,-23.21,0.29,3.6080017530568E27,22.5792313286831,23.0855681907649,71.848913052111,081652.24+425829.4,124.21771666666669,42.974780555555554,b'081652.24+425829.4',124.21770477294922,42.9748420715332,0.2345000058412552,546,573,52205,-23.97875230346072,0.0,0.22366234450246458,124.21789061155528,42.97484512236701,1.5902149996397885,0.13076425883800644,1.873574896488377,0.2540393163130964,7.100784777371,0.6321572546235734,5.975074902462236,0.45382768691994724,0.5137523916187342
125100.44+660326.8,125100.56,660326.88,0.74,0.282,250.0,17.7,250,17.7,1.000,22.76,16.764,-23.49,0.35,4.46240704566743E27,22.796288237949,23.3142261058707,121.640477839836,125100.44+660326.8,192.7523333333333,66.05746666666667,b'125100.44+660326.8',192.75184631347656,66.05744934082031,0.28200000524520874,495,207,51988,-24.429188330181468,0.0,0.714241828898392,192.75175085134822,66.05748794221098,1.4937661122318657,0.05720564048689089,1.8463103772810923,0.11442158971510305,6.776367541622154,0.2632097883124899,6.567823576204408,0.24798699377856456,0.8544180807742253
130456.91+395111.4,130456.91,395111.38,0.02,0.271,253.0,15.9,253,15.9,1.000,22.72,17.504,-22.66,0.7,4.26353003945263E27,22.7618690396548,23.2771871753364,111.696402840884,130456.91+395111.4,196.23712500000002,39.853161111111106,b'130456.91+395111.4',196.23712158203125,39.85316848754883,0.2709999978542328,2021,595,53475,-23.664669066304096,0.0,0.028185237366094393,196.23696299124813,39.85312497932921,1.4158154904088487,0.11004790476337178,2.314373268439381,0.26824680302233395,7.72994694160913,0.6041424047949936,7.614571393865945,0.5886171160635985,0.4662521632207437
094859.47+433518.9,94859.483,433519.0,0.17,0.226,260.0,16.9,260,16.9,1.000,22.56,16.367,-23.4,0.25,3.4690494671724E27,22.5946041974752,23.0989637768967,74.0995871924512,094859.47+433518.9,147.24784583333332,43.58861111111112,b'094859.47+433518.9',147.24783325195312,43.58860397338867,0.22619999945163727,941,502,52709,-24.097833612435537,0.0,0.04167150828488933,147.2478418965442,43.588600438403915,2.714785003094385,0.06104356935930061,3.8314965373409624,0.1339999278394385,7.366429135839447,0.1701159265193148,6.899895004624565,0.15106487422953235,0.03976940321660005
123532.83+410445.1,123532.84,410445.24,0.18,0.212,266.0,16.1,266,16.1,1.000,22.51,16.811,-22.82,0.39,3.22832214171443E27,22.5420452301934,23.0429133143684,65.1276377323485,123532.83+410445.1,188.8868333333333,41.07923333333334,b'123532.83+410445.1',188.88682556152344,41.07920837402344,0.2117999941110611,1984,537,53433,-23.502996967446972,0.0,0.09229546622124872,188.88678413635577,41.07930919468957,3.2586028812612713,0.06721411930915858,3.9720200646451667,0.13317350759061164,6.77644478131557,0.14265435208964125,6.477181589946524,0.1309064636691055,0.30398633753140125
115558.97+593129.2,115558.97,593129.45,0.25,0.241,293.0,14.1,293,14.1,1.000,22.67,17.278,-22.63,0.66,3.7304068077711E27,22.7095898743938,23.2176463717367,97.3864160202362,115558.97+593129.2,178.99570833333334,59.52484722222222,b'115558.97+593129.2',178.9957275390625,59.524803161621094,0.24089999496936798,953,120,52411,-23.424299545804168,0.0,0.1624479165173206,178.9957649287913,59.52474074425351,1.9553173357744003,0.0658441808933791,2.411999248775764,0.13165752404876013,6.996875608819336,0.24605644060673684,6.348449407553467,0.2047092054955686,0.3970040276470846
155620.23+521520.0,155620.217,521520.2,0.23,0.227,296.0,21.9,296,21.9,1.000,22.62,16.87,-22.91,0.46,3.48636340376342E27,22.6552468833848,23.1598543275875,85.2523460692859,155620.23+521520.0,239.0842375,52.255611111111115,b'155620.23+521520.0',239.08433532714844,52.255577087402344,0.22669999301433563,618,37,52049,-23.611420860510513,0.9686992533475319,0.24794819147097327,239.08435686431648,52.25562099440707,4.649960689806924,0.05750977661052074,6.043541972320962,0.11914270793509628,7.0422857429191295,0.08931566102342381,6.644850182107863,0.0801412322533849,0.2654389247680972
162750.54+473623.5,162750.571,473623.38,0.34,0.262,299.0,23.8,299,23.8,1.000,22.76,17.218,-22.87,0.64,4.10215718729795E27,22.8009056478184,23.3140634465479,121.594927519142,162750.54+473623.5,246.9607125,47.60649444444445,b'162750.54+473623.5',246.9606170654297,47.60654067993164,0.2624000012874603,624,629,52377,-23.811048225078324,2.5028365303597573,0.28523809724481475,246.96053934222238,47.60668349802581,2.7657820609294426,0.10709129170354331,3.303870538458374,0.2098234962147526,7.074153045944856,0.29344550282331555,6.07983443276153,0.2197410254384982,0.799904158696468
084313.41+535718.8,84313.396,535718.73,0.14,0.218,410.0,14.7,410,14.7,1.000,22.72,16.44,-23.25,0.43,3.33110839710992E27,22.7571712512102,23.2595406033118,107.248842811993,084313.41+535718.8,130.80581666666666,53.95520277777778,b'084313.41+535718.8',130.80587768554688,53.95524215698242,0.21799999475479126,446,173,51899,-23.91228211595254,0.0,0.19184520138830535,130.80587065523042,53.95522985693227,5.389037709322748,0.06966903080094083,6.418988875388681,0.13584598348196186,6.655226127563966,0.08728969584888029,6.444623029567246,0.082121043495031,0.15027464461253492
101000.68+300321.5,101000.685,300321.53,0.07,0.256,490.0,24.0,490,24.0,1.000,22.96,16.93,-23.11,0.8,3.99525484058852E27,22.9924949167732,23.5042039146478,188.389167209849,101000.68+300321.5,152.50285416666665,30.05598055555556,b'101000.68+300321.5',152.50286865234375,30.055992126464844,0.2558000087738037,1953,147,53358,-24.023344110624475,0.6081769572841214,0.06142030496919488,152.5029049255089,30.05615733194141,2.9650511292376898,0.0893196971234409,3.8423547669519946,0.18464304723752745,6.998773950279501,0.2153197279674865,6.666972350031648,0.1966513404381988,0.6557541153129955
112941.94+512050.5,112941.94,512050.69,0.19,0.234,501.0,44.6,501,44.6,1.000,22.88,17.019,-22.83,0.89,3.6080017530568E27,22.9135810696595,23.4199179317413,155.15648896169,112941.94+512050.5,172.42475000000002,51.34741388888888,b'112941.94+512050.5',172.42477416992188,51.34738540649414,0.2337999939918518,879,153,52365,-23.531099586700247,0.7715833928260505,0.11604904717500335,172.4249299850141,51.347431672004525,3.5311602089481213,0.0699035515805048,4.832316514452956,0.15017782473110133,7.293488459821565,0.14915139622497758,6.755310213293763,0.12945442909419058,0.4097370621629888
140808.19+430316.5,140808.199,430316.9,0.41,0.258,523.0,16.8,523,16.8,1.000,22.99,16.922,-23.14,0.85,4.03082822915026E27,23.0285001356893,23.5406928347596,204.901362562281,140808.19+430316.5,212.0341625,43.05469444444444,b'140808.19+430316.5',212.03416442871094,43.05459976196289,0.2581000030040741,1467,48,53115,-24.058875634701575,0.0,0.3408946903438709,212.03390914263787,43.05459386931793,0.5490376257808451,0.06479991444380766,0.7787587053910604,0.14323951455261813,7.883904097946652,1.0093318109777105,6.477572272073577,0.7047973878583826,0.7584653295239284
151936.14+283827.6,151936.15,283827.69,0.16,0.269,576.0,22.2,576,22.2,1.000,23.07,16.993,-23.16,0.99,4.22756425936187E27,23.1118127827166,23.6266521684767,249.749242760121,151936.14+283827.6,229.90062499999996,28.641025,b'151936.14+283827.6',229.90060424804688,28.641010284423828,0.26899999380111694,1846,426,54173,-24.140394586530803,1.2272746613602898,0.08429323500449304,229.9006056996343,28.641087615943746,4.3561924425896335,0.11882756327991828,6.297125360503089,0.26533659712291646,7.48696844476105,0.2105542404985363,6.953828640733364,0.1839866425870938,0.23351982852033565
121832.68+352255.8,121832.68,352255.74,0.06,0.24,586.0,21.9,586,21.9,1.000,22.97,17.266,-22.64,1.3,3.71287367791102E27,23.0065278272297,23.514339257137,192.837400648786,121832.68+352255.8,184.6361666666666,35.38215000000001,b'121832.68+352255.8',184.63619995117188,35.3821907043457,0.23980000615119934,2105,8,53472,-23.40043432149042,1.341831194668134,0.17611571116937025,184.63622120331203,35.38218901876804,7.644984446087477,0.0778420252651114,10.604383092724477,0.16874392416670425,7.180586360020601,0.0740912365609185,6.955596789052966,0.06988798319872903,0.21296445658273158
093509.48+481910.2,93509.488,481909.9,0.31,0.224,601.0,28.4,601,28.4,1.000,22.92,17.026,-22.73,1.07,3.43446901368731E27,22.9498035409406,23.4536667837011,167.694490879396,093509.48+481910.2,143.78953333333334,48.31941666666667,b'093509.48+481910.2',143.78952026367188,48.31950378417969,0.22380000352859497,834,361,52316,-23.3800251018139,0.9317926512959195,0.3151798440694649,143.78936584867233,48.31946077055619,8.671304467841333,0.06978424789849669,11.972283193689732,0.26572174505066776,7.289312952171147,0.06701601768340733,6.477444376418939,0.05374497159461448,0.43123729729423466
144645.93+403505.7,144645.953,403505.84,0.3,0.267,622.0,19.3,622,19.3,1.000,23.1,16.034,-24.1,0.44,4.19165843962495E27,23.1377720219364,23.6521319026486,264.840204338329,144645.93+403505.7,221.69147083333334,40.58495555555555,b'144645.93+403505.7',221.69142150878906,40.58494186401367,0.267300009727478,1397,190,53119,-25.065360339900923,0.0,0.14357843737471834,221.69133445270867,40.585029690934405,0.5949913982547695,0.08329296261423313,0.8350970896154526,0.18346825631280755,8.162083186518974,1.2821523007661806,6.190930149626083,0.7723471529280113,0.45853669923314605
110704.52+320630.0,110704.5,320630.13,0.29,0.243,800.0,29.4,800,29.4,1.000,23.12,17.069,-22.86,1.48,3.76551959012333E27,23.1539496737364,23.6624957140793,271.236246471643,110704.52+320630.0,166.76874999999998,32.108369444444456,b'110704.52+320630.0',166.7688446044922,32.10834503173828,0.24289999902248383,2106,60,53714,-23.65345219069383,1.7237579971133496,0.30157325095479776,166.76873751521057,32.1085785374211,4.630215000125703,0.07070637366268784,6.874625755244926,0.1910133215343284,7.457459245523435,0.13531341936044244,6.356323104703718,0.10046300899769627,0.7536968360124622
144012.74+615633.0,144012.83,615632.68,0.73,0.275,935.0,34.5,935,34.5,1.000,23.31,16.952,-23.24,1.55,4.33564089107885E27,23.3441280821575,23.8604014617903,427.812503564355,144012.74+615633.0,220.05345833333334,61.94241111111112,b'144012.74+615633.0',220.05313110351562,61.94252014160156,0.2754000127315521,607,625,52368,-24.258813939880866,1.7668544555774828,0.6790321500645355,220.0531773295834,61.94257583616475,15.603565517689944,0.06537723675137386,19.695857295604608,0.35209105995700174,6.747835832614214,0.03134804383540339,6.494507204700785,0.0291477500904069,0.7603063717911205
133636.65+420934.1,133636.65,420934.08,0.02,0.223,986.0,34.6,986,34.6,1.000,23.13,16.836,-22.91,1.47,3.41720253525923E27,23.1604282187609,23.6640429889801,272.204312014548,133636.65+420934.1,204.15270833333332,42.15946666666668,b'133636.65+420934.1',204.15272521972656,42.15949630737305,0.2231999933719635,1344,91,52792,-23.621723387255013,2.148564095030349,0.11583165366536038,204.15282315875868,42.15950054097775,5.131817629489099,0.0608073456396647,6.429803744669498,0.12287635285318212,7.021455478677552,0.086510632168916,6.425433884891945,0.07322000982174984,0.32979803957981113
145005.13+463521.3,145005.129,463521.54,0.24,0.293,1192.0,41.0,1192,41.0,1.000,23.47,17.541,-22.79,3.41,4.6630690362574E27,23.5128298098007,24.0333650275108,637.113839714998,145005.13+463521.3,222.5213708333333,46.58931666666667,b'145005.13+463521.3',222.52139282226562,46.58926010131836,0.2928999960422516,1675,506,53466,-23.81548625116995,3.5573243918638804,0.21077654877808122,222.52132637887996,46.58934874532844,20.830927624046062,0.09201135253533721,34.145690245559095,0.4513331637397501,8.246624057953346,0.040707305184146635,7.931479124782193,0.03807559970764568,0.1594743083088348
171013.42+334402.5,171013.412,334402.69,0.22,0.208,1237.0,41.2,1237,41.2,1.000,23.16,15.69,-23.9,0.64,3.16011912960363E27,23.1909864734161,23.6908495777095,289.535346062633,171013.42+334402.5,257.5558833333333,33.734080555555565,b'171013.42+334402.5',257.555908203125,33.73405075073242,0.20759999752044678,974,4,52427,-24.542186085567934,2.7712608065525886,0.1306004263337328,257.55593578969155,33.73409854778642,19.32795184262397,0.09496788698015735,31.14404600213071,0.8038525837191988,8.261197318215746,0.04727467357004769,7.017180954694337,0.035408830931556494,0.16987919629186923
083658.90+442602.2,83658.909,442602.2,0.1,0.254,2596.0,79.0,2596,79.0,1.000,23.67,15.434,-24.59,1.07,3.95974237809773E27,23.7088484152085,24.2200729410486,979.320741404745,083658.90+442602.2,129.2454541666667,44.43394444444445,b'083658.90+442602.2',129.2454376220703,44.4339714050293,0.25440001487731934,762,498,52232,-25.45369737132608,6.289680529486343,0.105967208773494,129.24545810503355,44.43388719528252,46.8114127925206,0.12416676327120513,62.22447001715834,0.5516609698634493,6.94996119088367,0.020404014655187416,6.7514603039052075,0.01933561593389249,0.20634549153122148
125807.45+232921.6,125807.459,232921.89,0.32,0.258,2961.0,90.1,2961,90.1,1.000,23.74,16.878,-23.18,4.6,4.03082822915026E27,23.7814368542113,24.2936295532816,1160.06297236498,125807.45+232921.6,194.53107916666664,23.48941388888889,b'125807.45+232921.6',194.53106689453125,23.489334106445312,0.2583000063896179,2662,293,54505,-24.118333019953845,2.2813648070888006,0.29006077459210505,194.5310642256841,23.489305884259778,2.1675051385124817,0.17887588338925015,3.9013237889446755,0.46802158371255426,8.394315313613545,0.7133393478780671,7.722437031750018,0.6189089666845579,0.39193352203648785
093200.07+553347.4,93200.076,553347.31,0.1,0.266,5153.0,155.9,5153,155.9,1.000,24.01,17.312,-22.81,11.94,4.17372806105626E27,24.0523183049358,24.5664381492065,2174.15328911037,093200.07+553347.4,143.00031666666666,55.56314166666667,b'093200.07+553347.4',143.00033569335938,55.56317138671875,0.2655999958515167,556,295,51991,-23.786308302100377,4.341503352263725,0.11378787025674804,,,,,,,,,,,
111121.71+482045.9,111121.72,482045.86,0.11,0.281,8132.0,245.2,8132,245.2,1.000,24.27,17.645,-22.6,25.6,4.44425319379586E27,24.3050048203656,24.8227054614807,3922.45051335721,111121.71+482045.9,167.84050000000002,48.34607222222223,b'111121.71+482045.9',167.8404541015625,48.34610366821289,0.2809000015258789,964,75,52646,-23.61526233200523,8.873241704006103,0.15772081527132753,167.8405959047724,48.34611713303345,4.001811192382627,0.06661519498643548,5.042579215369648,0.13518803027029921,7.091260163017571,0.12355971746531984,6.39779191653609,0.10174428874850833,0.2807056825128482
095539.83+453217.0,95539.809,453217.68,0.71,0.259,23100.0,695.4,13300,399.2,0.576,24.64,16.807,-23.26,33.61,4.04863772401854E27,24.6774396787557,25.189873940125,9135.3660025829,095539.83+453217.0,148.91587083333334,45.538244444444445,b'095539.83+453217.0',148.9159698486328,45.53805923461914,0.2590999901294708,942,322,52703,-24.207846607773785,32.68657142821998,0.7119687426900005,,,,,,,,,,,
085632.99+595746.8,85632.98,595746.91,0.13,0.283,54951.0,1685.3,35614,1068.6,0.648,25.1,16.835,-23.42,82.03,4.48057564928987E27,25.1418530927122,25.6600280024684,26969.9421009312,085632.99+595746.8,134.13741666666667,59.96303055555556,b'085632.99+595746.8',134.13746643066406,59.963016510009766,0.28299999237060547,1785,481,54439,-24.472939528723376,16.30568649246622,0.10294840757854533,,,,,,,,,,,
092837.98+602521.0,92837.98,602520.97,0.03,0.295,85650.0,5181.9,8943,268.8,0.104,25.34,17.0,-23.35,148.84,4.69974292190665E27,25.3760854362798,25.8970905244657,46552.4493340939,092837.98+602521.0,142.15825,60.422491666666666,b'092837.98+602521.0',142.15826416015625,60.42250442504883,0.2953999936580658,485,506,51909,-24.402618335338246,173.43094633410115,0.0523708880314363,,,,,,,,,,,
113109.48+311405.4,113109.494,311405.17,0.3,0.29,176000.0,5286.4,122500,3675.2,0.696,25.63,16.111,-24.2,134.87,4.60816739691778E27,25.6717790257209,26.1916080732242,91719.1634274716,113109.48+311405.4,172.78955833333333,31.234769444444446,b'113109.48+311405.4',172.78952026367188,31.234859466552734,0.29019999504089355,1974,174,53430,-25.244560855495116,180.4054809542496,0.3446156508536762,,,,,,,,,,,
083353.88+422401.8,83353.88,422401.75,0.05,0.249,209000.0,6271.0,209000,6270.1,1.000,25.56,16.48,-23.5,224.98,3.87122875626279E27,25.5950538204111,26.1050637775668,75147.716657978,083353.88+422401.8,128.4745,42.400486111111114,b'083353.88+422401.8',128.47450256347656,42.40052795410156,0.249099999666214,761,616,52266,-24.343696880984353,149.22747225290965,0.1507888391001681,,,,,,,,,,,
