SDSS_NAME,RA,DEC,REDSHIFT
075403.60+481428.0,118.515029907227,48.2411270141602,0.275499999523163
080829.17+440754.1,122.121543884277,44.1317024230957,0.275400012731552
081652.24+425829.4,124.217704772949,42.9748420715332,0.234500005841255
082205.24+455349.1,125.521842956543,45.8969802856445,0.299800008535385
083353.88+422401.8,128.474502563477,42.4005279541016,0.249099999666214
083443.80+382632.8,128.682525634766,38.4424514770508,0.288199990987778
083658.90+442602.2,129.24543762207,44.4339714050293,0.254400014877319
084313.41+535718.8,130.805877685547,53.9552421569824,0.217999994754791
084347.84+203752.4,130.949371337891,20.6312484741211,0.227300003170967
084755.63+263147.6,131.981811523438,26.5299034118652,0.281699985265732
085632.99+595746.8,134.137466430664,59.9630165100098,0.282999992370605
085640.78+105755.8,134.169952392578,10.965500831604,0.273799985647202
085828.69+342343.8,134.619567871094,34.3955116271973,0.25670000910759
090151.13+103020.4,135.463073730469,10.5056781768799,0.200900003314018
090454.99+511444.5,136.229156494141,51.245719909668,0.224600002169609
090725.91+021521.1,136.858001708984,2.25587391853333,0.273099988698959
091702.11+212337.5,139.2587890625,21.3937721252441,0.202299997210503
091928.69+143202.6,139.869552612305,14.5340633392334,0.20720000565052
092309.87+453046.4,140.791152954102,45.5128974914551,0.292400002479553
092837.98+602521.0,142.158264160156,60.4225044250488,0.295399993658066
092909.79+464424.0,142.290802001953,46.7400169372559,0.240099996328354
093034.43+204416.6,142.643463134766,20.7379531860352,0.242799997329712
093200.07+553347.4,143.000335693359,55.5631713867188,0.265599995851517
093433.95+030645.1,143.641464233398,3.1125431060791,0.297300010919571
093509.48+481910.2,143.789520263672,48.3195037841797,0.223800003528595
093653.84+533126.8,144.224349975586,53.5241241455078,0.228100001811981
093913.53+171050.2,144.806411743164,17.1806221008301,0.250800013542175
094215.12+090015.8,145.563034057617,9.0044059753418,0.212699994444847
094254.05+345133.1,145.725219726563,34.8592147827148,0.277500003576279
094305.15+280536.1,145.771469116211,28.0933666229248,0.266699999570847
094427.99+360837.1,146.116653442383,36.1436424255371,0.227799996733665
094603.94+013923.6,146.51643371582,1.656574010849,0.220300003886223
094636.42+205610.9,146.651779174805,20.9363784790039,0.279500007629395
094859.47+433518.9,147.247833251953,43.5886039733887,0.226199999451637
095048.38+392650.4,147.701614379883,39.4473571777344,0.205699995160103
095236.13+205143.5,148.150573730469,20.8620986938477,0.276399999856949
095302.64+380145.2,148.261032104492,38.0292472839356,0.272799998521805
095407.02+212235.9,148.529281616211,21.3766422271729,0.295300006866455
095539.83+453217.0,148.915969848633,45.5380592346191,0.259099990129471
100033.88+104723.7,150.141174316406,10.7899322509766,0.226400002837181
100438.82+151057.3,151.161758422852,15.1826019287109,0.218799993395805
100528.34+423037.5,151.368103027344,42.5104331970215,0.257299989461899
100726.10+124856.2,151.858749389648,12.8156137466431,0.240600004792213
100744.54+500746.6,151.935623168945,50.1296310424805,0.212099999189377
101000.68+300321.5,152.502868652344,30.0559921264648,0.255800008773804
101312.15+020416.4,153.300628662109,2.07123208045959,0.220100000500679
101325.43+221229.4,153.35595703125,22.2081737518311,0.273499995470047
101719.02+151620.8,154.32926940918,15.2724485397339,0.245199993252754
102101.20+190012.3,155.255020141602,19.0034236907959,0.247500002384186
103421.71+605318.1,158.590469360352,60.8883781433106,0.227699995040894
103609.28+275019.9,159.038696289063,27.8388805389404,0.281599998474121
104041.50+600239.3,160.172927856445,60.0442504882813,0.297199994325638
104111.97+282805.0,160.299880981445,28.4680824279785,0.210999995470047
104528.30+293344.7,161.367935180664,29.5624237060547,0.29339998960495
104541.76+520235.5,161.424026489258,52.0432052612305,0.283800005912781
105416.19+351124.1,163.567474365234,35.1900520324707,0.204699993133545
105607.79+134443.6,164.032501220703,13.745457649231,0.283699989318848
110052.34+283801.2,165.21809387207,28.6336898803711,0.24269999563694
110205.92+084435.7,165.524703979492,8.74327278137207,0.293999999761581
110704.52+320630.0,166.768844604492,32.1083450317383,0.242899999022484
111121.71+482045.9,167.840454101563,48.3461036682129,0.280900001525879
111842.83+310317.4,169.678466796875,31.054838180542,0.270099997520447
112007.43+423551.3,170.030960083008,42.5976066589356,0.226500004529953
112439.18+420145.0,171.163269042969,42.0291709899902,0.224999994039536
112503.68+251302.3,171.265365600586,25.2173099517822,0.271499991416931
112941.94+512050.5,172.424774169922,51.3473854064941,0.233799993991852
112952.99+221520.0,172.470809936523,22.2555694580078,0.291399985551834
112959.40+062952.9,172.497512817383,6.49802923202515,0.240600004792213
113020.99+022211.5,172.587493896484,2.36986804008484,0.241200000047684
113109.24+263207.8,172.788528442383,26.5355167388916,0.243699997663498
113109.48+311405.4,172.789520263672,31.2348594665527,0.290199995040894
113858.79+450338.5,174.744979858398,45.0607032775879,0.299600005149841
114646.02+371511.7,176.691757202148,37.2532577514648,0.295399993658066
114954.98+044812.8,177.479110717773,4.80358219146729,0.269600003957748
115523.74+150756.9,178.848937988281,15.1324863433838,0.287299990653992
115549.43+502117.2,178.955963134766,50.3548049926758,0.28439998626709
115558.97+593129.2,178.995727539063,59.5248031616211,0.240899994969368
115753.20-031537.1,179.4716796875,-3.26030898094177,0.214699998497963
115758.72-002220.9,179.494705200195,-0.372473001480103,0.259900003671646
115901.72+510630.7,179.757186889648,51.1085548400879,0.29559999704361
120233.08+022559.7,180.63786315918,2.43326592445374,0.273000001907349
120447.91+170256.8,181.199661254883,17.0491256713867,0.298200011253357
120629.36+281436.1,181.622329711914,28.2433624267578,0.292699992656708
120944.81+023212.7,182.436737060547,2.53686308860779,0.238399997353554
121018.34+015405.9,182.576461791992,1.90165400505066,0.215900003910065
121045.63+272536.4,182.690155029297,27.4267978668213,0.230100005865097
121224.89+185920.1,183.103744506836,18.9889373779297,0.215399995446205
121832.68+352255.8,184.636199951172,35.3821907043457,0.239800006151199
122011.88+020342.2,185.049514770508,2.06172609329224,0.24040000140667
122018.43+064119.6,185.076812744141,6.68878316879273,0.286399990320206
122157.77+260457.7,185.49072265625,26.0827007293701,0.277599990367889
122539.55+245836.3,186.414810180664,24.9767723083496,0.268200010061264
123341.68+310102.8,188.423675537109,31.0174465179443,0.290800005197525
123341.80+644317.4,188.424179077148,64.7215042114258,0.222100004553795
123532.83+410445.1,188.886825561523,41.0792083740234,0.211799994111061
123550.26+180242.8,188.959426879883,18.0452308654785,0.253600001335144
124551.03+032128.3,191.462661743164,3.35788297653198,0.226799994707108
124853.89+342429.4,192.224578857422,34.4081878662109,0.270500004291534
125100.44+660326.8,192.751846313477,66.0574493408203,0.282000005245209
125236.15+140213.9,193.150619506836,14.0372180938721,0.266400009393692
125343.71+122721.5,193.432159423828,12.4559736251831,0.207100003957748
125807.45+232921.6,194.531066894531,23.4893341064453,0.258300006389618
130223.12+140609.0,195.596328735352,14.1025085449219,0.285600006580353
130416.99+020537.0,196.070831298828,2.09363698959351,0.22859999537468
130456.91+395111.4,196.237121582031,39.8531684875488,0.270999997854233
130756.57+010709.6,196.985733032227,1.11933696269989,0.275799989700317
130818.89+034437.2,197.078750610352,3.74367094039917,0.227500006556511
130843.86+190439.7,197.182769775391,19.0777187347412,0.221900001168251
131204.70+064107.5,198.019622802734,6.68544006347656,0.241899996995926
132059.41+295728.1,200.247573852539,29.9578189849854,0.206300005316734
132123.40+045930.7,200.347534179688,4.99186611175537,0.242500007152557
132136.86+355553.4,200.403579711914,35.9315223693848,0.283100008964539
132144.97+033055.7,200.437377929688,3.51548194885254,0.268900007009506
132257.89+362300.0,200.741241455078,36.3833465576172,0.294999986886978
133053.27+311930.5,202.721984863281,31.3251571655273,0.242200002074242
133432.34+171146.9,203.634780883789,17.1963863372803,0.264800012111664
133636.65+420934.1,204.152725219727,42.1594963073731,0.223199993371964
134113.93-005315.0,205.308044433594,-0.887508988380432,0.237399995326996
134206.56+050523.8,205.527374267578,5.08997106552124,0.266000002622604
134845.44+451809.5,207.189361572266,45.302661895752,0.276600003242493
134854.76+430309.1,207.22819519043,43.0525283813477,0.274699985980988
135326.12+362049.4,208.358840942383,36.3470726013184,0.284900009632111
140336.43+174136.1,210.901824951172,17.6933650970459,0.222299993038178
140407.17+213321.6,211.029876708984,21.556001663208,0.261400014162064
140658.70+144238.3,211.744613647461,14.7106580734253,0.265799999237061
140808.19+430316.5,212.034164428711,43.0545997619629,0.258100003004074
140839.00+630600.5,212.162521362305,63.1001510620117,0.260699987411499
141116.72+194440.0,212.819671630859,19.7444648742676,0.238299995660782
141213.62+643538.9,213.056762695313,64.5941467285156,0.288399994373322
142138.50+152045.9,215.410430908203,15.3460845947266,0.231199994683266
142146.16+073908.3,215.442337036133,7.65230989456177,0.230599999427795
142522.37+080327.1,216.343246459961,8.05752754211426,0.230399996042252
142613.31+195524.6,216.55549621582,19.923526763916,0.213300004601479
142943.07+474726.2,217.429458618164,47.7906188964844,0.220599994063377
144012.74+615633.0,220.053131103516,61.9425201416016,0.275400012731552
144202.82+433708.7,220.511795043945,43.6191024780273,0.23139999806881
144302.59+404525.1,220.760803222656,40.7569770812988,0.24609999358654
144414.66+063306.7,221.061111450195,6.55187702178955,0.208000004291534
144510.13+304957.0,221.292236328125,30.8325233459473,0.275900006294251
144645.93+403505.7,221.691421508789,40.5849418640137,0.267300009727478
144930.49-004746.3,222.377044677734,-0.796213984489441,0.253100007772446
145005.13+463521.3,222.521392822266,46.5892601013184,0.292899996042252
145331.47+264946.7,223.381134033203,26.8296642303467,0.279000014066696
145608.65+275008.7,224.036056518555,27.835765838623,0.248199999332428
145817.42+455514.9,224.572601318359,45.9208183288574,0.285699993371964
145824.46+363119.5,224.601943969727,36.5220985412598,0.246500000357628
150204.10+064516.0,225.51708984375,6.75445890426636,0.287800014019012
151132.53+100953.1,227.88557434082,10.1647672653198,0.281800001859665
151351.50+262358.1,228.464584350586,26.3994903564453,0.203299999237061
151936.14+283827.6,229.900604248047,28.6410102844238,0.268999993801117
152153.80+594020.0,230.474182128906,59.672248840332,0.28600001335144
152428.67+303237.5,231.11946105957,30.5437641143799,0.274300009012222
152624.02+275452.1,231.600128173828,27.9144821166992,0.230800002813339
152727.38+154100.1,231.86408996582,15.6833772659302,0.227599993348122
152757.67+223304.0,231.990295410156,22.5511226654053,0.253800004720688
152925.98+021646.6,232.358261108398,2.27961802482605,0.263399988412857
153415.05+465819.2,233.562744140625,46.9720191955566,0.281899988651276
153539.25+564406.5,233.913543701172,56.7351455688477,0.207399994134903
153941.49+504255.7,234.922882080078,50.7154846191406,0.203199997544289
154307.77+193751.7,235.782409667969,19.6310367584229,0.228900000452995
154430.52+282756.8,236.127197265625,28.4657955169678,0.23139999806881
154743.53+205216.6,236.931411743164,20.8712921142578,0.26460000872612
155620.23+521520.0,239.084335327148,52.2555770874023,0.226699993014336
160507.92+483422.1,241.283020019531,48.572811126709,0.294699996709824
161217.97+073145.4,243.074890136719,7.52929019927979,0.206900000572205
161649.37-004250.4,244.20573425293,-0.714011013507843,0.237900003790855
161711.42+063833.4,244.297592163086,6.64263820648193,0.229300007224083
161723.67+085414.7,244.348617553711,8.90409564971924,0.206400007009506
161911.24+501109.2,244.796844482422,50.1858901977539,0.234099999070168
161940.56+254323.0,244.919021606445,25.7230834960938,0.268500000238419
162607.24+335915.3,246.530181884766,33.9875907897949,0.204600006341934
162750.54+473623.5,246.96061706543,47.6065406799316,0.26240000128746
163051.74+471118.9,247.715621948242,47.1886024475098,0.270000010728836
163111.28+404805.2,247.797012329102,40.8014717102051,0.257499992847443
163124.42+295301.5,247.851776123047,29.8837699890137,0.254400014877319
170302.88+191034.0,255.76203918457,19.1761150360107,0.290399998426437
171013.42+334402.5,257.555908203125,33.7340507507324,0.207599997520447
172711.80+632242.1,261.799194335938,63.3783721923828,0.217399999499321
